interaction_id,round_number,customer_id,action_id,converted,revenue,cost,reward,p_convert,exploit_score,explore_score,ucb_score,simulation_id
2850,2850,304,3,False,0.0,0.3,-0.3,0.4575,40.5314,0.023,40.5544,synthetic_seed42_cust500_rounds5000
2851,2851,216,3,True,120.52,0.3,120.22,0.4491,42.7819,0.0274,42.8092,synthetic_seed42_cust500_rounds5000
2852,2852,432,3,True,62.22,0.3,61.92,0.1842,16.9471,0.028,16.9751,synthetic_seed42_cust500_rounds5000
2853,2853,356,4,False,0.0,0.2,-0.2,0.3847,61.1602,0.0498,61.2099,synthetic_seed42_cust500_rounds5000
2854,2854,53,3,False,0.0,0.3,-0.3,0.1941,19.0687,0.019,19.0877,synthetic_seed42_cust500_rounds5000
2855,2855,396,4,True,122.45,9.0,113.45,0.4992,47.3272,0.0498,47.377,synthetic_seed42_cust500_rounds5000
2856,2856,168,2,True,44.38,4.99,39.39,0.483,15.4876,0.064,15.5516,synthetic_seed42_cust500_rounds5000
2857,2857,463,4,True,59.92,9.0,50.92,0.2309,11.1635,0.0418,11.2053,synthetic_seed42_cust500_rounds5000
2858,2858,299,4,False,0.0,0.2,-0.2,0.2626,26.4454,0.0334,26.4788,synthetic_seed42_cust500_rounds5000
2859,2859,14,3,False,0.0,0.3,-0.3,0.3197,24.1057,0.0171,24.1228,synthetic_seed42_cust500_rounds5000
2860,2860,366,4,False,0.0,0.2,-0.2,0.1693,23.6792,0.0268,23.7061,synthetic_seed42_cust500_rounds5000
2861,2861,64,3,False,0.0,0.3,-0.3,0.1752,14.8986,0.0344,14.933,synthetic_seed42_cust500_rounds5000
2862,2862,432,3,False,0.0,0.3,-0.3,0.1842,17.049,0.0279,17.0769,synthetic_seed42_cust500_rounds5000
2863,2863,471,3,False,0.0,0.3,-0.3,0.3211,20.9184,0.02,20.9383,synthetic_seed42_cust500_rounds5000
2864,2864,346,4,False,0.0,0.2,-0.2,0.16,27.8951,0.0261,27.9211,synthetic_seed42_cust500_rounds5000
2865,2865,264,3,False,0.0,0.3,-0.3,0.2241,19.1504,0.0258,19.1762,synthetic_seed42_cust500_rounds5000
2866,2866,298,4,False,0.0,0.2,-0.2,0.2416,27.5228,0.0444,27.5672,synthetic_seed42_cust500_rounds5000
2867,2867,214,2,True,40.76,4.99,35.77,0.3415,9.9021,0.048,9.9502,synthetic_seed42_cust500_rounds5000
2868,2868,39,4,True,193.31,9.0,184.31,0.4203,60.6891,0.0371,60.7261,synthetic_seed42_cust500_rounds5000
2869,2869,460,4,False,0.0,0.2,-0.2,0.2929,33.7772,0.0283,33.8055,synthetic_seed42_cust500_rounds5000
2870,2870,162,2,False,0.0,0.1,-0.1,0.1746,12.9314,0.0636,12.995,synthetic_seed42_cust500_rounds5000
2871,2871,154,4,True,151.71,9.0,142.71,0.4343,48.8833,0.0356,48.9189,synthetic_seed42_cust500_rounds5000
2872,2872,96,4,False,0.0,0.2,-0.2,0.349,30.0579,0.0257,30.0835,synthetic_seed42_cust500_rounds5000
2873,2873,497,3,False,0.0,0.3,-0.3,0.2147,24.7252,0.023,24.7481,synthetic_seed42_cust500_rounds5000
2874,2874,467,3,False,0.0,0.3,-0.3,0.247,22.8534,0.0239,22.8773,synthetic_seed42_cust500_rounds5000
2875,2875,174,3,False,0.0,0.3,-0.3,0.2341,15.6884,0.0178,15.7063,synthetic_seed42_cust500_rounds5000
2876,2876,131,3,False,0.0,0.3,-0.3,0.2794,21.622,0.0179,21.6399,synthetic_seed42_cust500_rounds5000
2877,2877,400,4,False,0.0,0.2,-0.2,0.2307,37.467,0.0258,37.4929,synthetic_seed42_cust500_rounds5000
2878,2878,211,2,False,0.0,0.1,-0.1,0.2869,13.5767,0.0419,13.6186,synthetic_seed42_cust500_rounds5000
2879,2879,482,3,False,0.0,0.3,-0.3,0.3518,32.0361,0.02,32.0561,synthetic_seed42_cust500_rounds5000
2880,2880,445,3,False,0.0,0.3,-0.3,0.34,27.1729,0.0246,27.1975,synthetic_seed42_cust500_rounds5000
2881,2881,379,3,False,0.0,0.3,-0.3,0.2665,27.6553,0.0355,27.6907,synthetic_seed42_cust500_rounds5000
2882,2882,42,3,False,0.0,0.3,-0.3,0.2922,19.8453,0.0291,19.8744,synthetic_seed42_cust500_rounds5000
2883,2883,349,4,False,0.0,0.2,-0.2,0.3823,37.6547,0.0304,37.6851,synthetic_seed42_cust500_rounds5000
2884,2884,494,4,True,146.63,9.0,137.63,0.4781,36.1844,0.0358,36.2202,synthetic_seed42_cust500_rounds5000
2885,2885,187,4,False,0.0,0.2,-0.2,0.3038,24.1871,0.0286,24.2156,synthetic_seed42_cust500_rounds5000
2886,2886,434,3,False,0.0,0.3,-0.3,0.3869,25.8797,0.0214,25.9011,synthetic_seed42_cust500_rounds5000
2887,2887,204,4,False,0.0,0.2,-0.2,0.1669,28.2735,0.0324,28.3059,synthetic_seed42_cust500_rounds5000
2888,2888,484,4,False,0.0,0.2,-0.2,0.4988,43.7775,0.0434,43.8209,synthetic_seed42_cust500_rounds5000
2889,2889,321,3,True,83.14,0.3,82.84,0.3958,34.4473,0.0189,34.4663,synthetic_seed42_cust500_rounds5000
2890,2890,45,4,False,0.0,0.2,-0.2,0.3282,21.0288,0.039,21.0677,synthetic_seed42_cust500_rounds5000
2891,2891,237,3,False,0.0,0.3,-0.3,0.453,33.5341,0.0364,33.5704,synthetic_seed42_cust500_rounds5000
2892,2892,26,4,True,162.17,9.0,153.17,0.3868,40.0003,0.0337,40.034,synthetic_seed42_cust500_rounds5000
2893,2893,197,2,False,0.0,0.1,-0.1,0.3233,17.8347,0.0898,17.9246,synthetic_seed42_cust500_rounds5000
2894,2894,453,3,True,50.42,0.3,50.12,0.2562,20.2856,0.0344,20.3201,synthetic_seed42_cust500_rounds5000
2895,2895,116,3,False,0.0,0.3,-0.3,0.1838,12.5458,0.044,12.5898,synthetic_seed42_cust500_rounds5000
2896,2896,472,4,False,0.0,0.2,-0.2,0.3797,34.1376,0.0348,34.1724,synthetic_seed42_cust500_rounds5000
2897,2897,47,4,True,77.33,9.0,68.33,0.4162,32.2349,0.0284,32.2633,synthetic_seed42_cust500_rounds5000
2898,2898,327,2,False,0.0,0.1,-0.1,0.2705,12.192,0.0436,12.2356,synthetic_seed42_cust500_rounds5000
2899,2899,481,4,True,77.02,9.0,68.02,0.2756,21.1894,0.0279,21.2173,synthetic_seed42_cust500_rounds5000
2900,2900,321,3,True,62.54,0.3,62.24,0.3958,34.5598,0.0189,34.5787,synthetic_seed42_cust500_rounds5000
2901,2901,443,4,False,0.0,0.2,-0.2,0.1616,25.8345,0.0206,25.855,synthetic_seed42_cust500_rounds5000
2902,2902,496,3,False,0.0,0.3,-0.3,0.2769,25.2786,0.0237,25.3024,synthetic_seed42_cust500_rounds5000
2903,2903,316,4,False,0.0,0.2,-0.2,0.3432,32.5139,0.0337,32.5476,synthetic_seed42_cust500_rounds5000
2904,2904,389,3,False,0.0,0.3,-0.3,0.2957,36.8667,0.0312,36.8979,synthetic_seed42_cust500_rounds5000
2905,2905,17,3,True,88.98,0.3,88.68,0.3781,36.0769,0.0432,36.1201,synthetic_seed42_cust500_rounds5000
2906,2906,213,4,True,168.96,9.0,159.96,0.425,52.2255,0.033,52.2585,synthetic_seed42_cust500_rounds5000
2907,2907,142,4,True,136.55,9.0,127.55,0.5576,53.2019,0.0377,53.2395,synthetic_seed42_cust500_rounds5000
2908,2908,409,3,False,0.0,0.3,-0.3,0.5091,40.8618,0.0335,40.8952,synthetic_seed42_cust500_rounds5000
2909,2909,334,3,False,0.0,0.3,-0.3,0.2221,21.6444,0.022,21.6664,synthetic_seed42_cust500_rounds5000
2910,2910,303,4,False,0.0,0.2,-0.2,0.2793,25.9881,0.0257,26.0139,synthetic_seed42_cust500_rounds5000
2911,2911,462,4,False,0.0,0.2,-0.2,0.1848,26.4305,0.031,26.4615,synthetic_seed42_cust500_rounds5000
2912,2912,42,3,True,73.16,0.3,72.86,0.2922,19.5741,0.029,19.6031,synthetic_seed42_cust500_rounds5000
2913,2913,474,4,False,0.0,0.2,-0.2,0.3428,29.7551,0.0323,29.7874,synthetic_seed42_cust500_rounds5000
2914,2914,47,4,True,125.46,9.0,116.46,0.4162,32.3524,0.0282,32.3806,synthetic_seed42_cust500_rounds5000
2915,2915,172,2,False,0.0,0.1,-0.1,0.2255,11.6712,0.0392,11.7104,synthetic_seed42_cust500_rounds5000
2916,2916,310,4,False,0.0,0.2,-0.2,0.3075,26.4919,0.0231,26.515,synthetic_seed42_cust500_rounds5000
2917,2917,170,3,False,0.0,0.3,-0.3,0.1971,20.8705,0.0211,20.8916,synthetic_seed42_cust500_rounds5000
2918,2918,338,4,True,143.27,9.0,134.27,0.2908,44.559,0.0435,44.6025,synthetic_seed42_cust500_rounds5000
2919,2919,386,3,True,80.75,0.3,80.45,0.3706,28.9745,0.0211,28.9956,synthetic_seed42_cust500_rounds5000
2920,2920,411,4,True,111.5,9.0,102.5,0.4318,43.373,0.0644,43.4375,synthetic_seed42_cust500_rounds5000
2921,2921,89,4,False,0.0,0.2,-0.2,0.2702,29.6967,0.0323,29.729,synthetic_seed42_cust500_rounds5000
2922,2922,90,4,False,0.0,0.2,-0.2,0.3527,40.9831,0.0315,41.0146,synthetic_seed42_cust500_rounds5000
2923,2923,26,4,False,0.0,0.2,-0.2,0.3868,40.4404,0.0334,40.4739,synthetic_seed42_cust500_rounds5000
2924,2924,244,3,False,0.0,0.3,-0.3,0.2659,26.2309,0.0262,26.2572,synthetic_seed42_cust500_rounds5000
2925,2925,67,4,False,0.0,0.2,-0.2,0.4941,38.573,0.0446,38.6176,synthetic_seed42_cust500_rounds5000
2926,2926,156,4,True,127.45,9.0,118.45,0.4862,45.7982,0.0375,45.8358,synthetic_seed42_cust500_rounds5000
2927,2927,416,4,True,93.61,9.0,84.61,0.2365,49.8633,0.0686,49.9319,synthetic_seed42_cust500_rounds5000
2928,2928,471,3,False,0.0,0.3,-0.3,0.3211,20.8503,0.0198,20.8702,synthetic_seed42_cust500_rounds5000
2929,2929,409,3,True,94.09,0.3,93.79,0.5091,40.7893,0.0334,40.8227,synthetic_seed42_cust500_rounds5000
2930,2930,1,3,True,73.92,0.3,73.62,0.3562,27.5372,0.0333,27.5705,synthetic_seed42_cust500_rounds5000
2931,2931,281,4,False,0.0,0.2,-0.2,0.3565,38.7518,0.0292,38.781,synthetic_seed42_cust500_rounds5000
2932,2932,83,3,True,76.92,0.3,76.62,0.3003,23.8957,0.0261,23.9218,synthetic_seed42_cust500_rounds5000
2933,2933,189,3,True,74.1,0.3,73.8,0.5491,31.111,0.0241,31.1351,synthetic_seed42_cust500_rounds5000
2934,2934,213,4,True,195.54,9.0,186.54,0.425,53.4773,0.0326,53.5098,synthetic_seed42_cust500_rounds5000
2935,2935,467,3,False,0.0,0.3,-0.3,0.247,22.7941,0.0237,22.8178,synthetic_seed42_cust500_rounds5000
2936,2936,312,2,False,0.0,0.1,-0.1,0.3588,12.6321,0.0685,12.7006,synthetic_seed42_cust500_rounds5000
2937,2937,134,2,False,0.0,0.1,-0.1,0.3715,12.8272,0.0585,12.8857,synthetic_seed42_cust500_rounds5000
2938,2938,317,4,False,0.0,0.2,-0.2,0.3939,76.7667,0.0565,76.8233,synthetic_seed42_cust500_rounds5000
2939,2939,474,4,False,0.0,0.2,-0.2,0.3428,29.4381,0.032,29.4701,synthetic_seed42_cust500_rounds5000
2940,2940,28,4,False,0.0,0.2,-0.2,0.4133,32.9272,0.0292,32.9563,synthetic_seed42_cust500_rounds5000
2941,2941,406,4,True,201.42,9.0,192.42,0.4398,60.4435,0.0577,60.5012,synthetic_seed42_cust500_rounds5000
2942,2942,107,3,True,48.04,0.3,47.74,0.3184,26.3597,0.0293,26.389,synthetic_seed42_cust500_rounds5000
2943,2943,75,3,False,0.0,0.3,-0.3,0.3048,21.2921,0.0246,21.3167,synthetic_seed42_cust500_rounds5000
2944,2944,443,4,True,117.96,9.0,108.96,0.1616,26.0258,0.0203,26.0462,synthetic_seed42_cust500_rounds5000
2945,2945,1,3,False,0.0,0.3,-0.3,0.3562,27.8907,0.0332,27.9239,synthetic_seed42_cust500_rounds5000
2946,2946,370,4,False,0.0,0.2,-0.2,0.3219,24.6352,0.0315,24.6667,synthetic_seed42_cust500_rounds5000
2947,2947,40,3,True,67.05,0.3,66.75,0.2406,22.5098,0.0251,22.5348,synthetic_seed42_cust500_rounds5000
2948,2948,305,2,False,0.0,0.1,-0.1,0.2529,9.6437,0.0352,9.6789,synthetic_seed42_cust500_rounds5000
2949,2949,306,4,False,0.0,0.2,-0.2,0.2474,45.8006,0.0439,45.8445,synthetic_seed42_cust500_rounds5000
2950,2950,427,4,False,0.0,0.2,-0.2,0.2305,37.2828,0.0333,37.3161,synthetic_seed42_cust500_rounds5000
2951,2951,409,3,True,73.95,0.3,73.65,0.5091,41.1886,0.0333,41.2218,synthetic_seed42_cust500_rounds5000
2952,2952,339,3,False,0.0,0.3,-0.3,0.2989,22.154,0.0212,22.1752,synthetic_seed42_cust500_rounds5000
2953,2953,191,3,False,0.0,0.3,-0.3,0.4166,39.1381,0.0293,39.1674,synthetic_seed42_cust500_rounds5000
2954,2954,82,4,False,0.0,0.2,-0.2,0.159,18.8082,0.0284,18.8366,synthetic_seed42_cust500_rounds5000
2955,2955,313,3,False,0.0,0.3,-0.3,0.1647,19.0769,0.0321,19.1091,synthetic_seed42_cust500_rounds5000
2956,2956,246,4,False,0.0,0.2,-0.2,0.1933,46.3668,0.0558,46.4226,synthetic_seed42_cust500_rounds5000
2957,2957,37,4,False,0.0,0.2,-0.2,0.4415,41.6602,0.0342,41.6943,synthetic_seed42_cust500_rounds5000
2958,2958,475,3,False,0.0,0.3,-0.3,0.4891,30.3595,0.0275,30.387,synthetic_seed42_cust500_rounds5000
2959,2959,154,4,False,0.0,0.2,-0.2,0.4343,51.2147,0.0346,51.2493,synthetic_seed42_cust500_rounds5000
2960,2960,1,3,True,71.48,0.3,71.18,0.3562,27.7526,0.0331,27.7856,synthetic_seed42_cust500_rounds5000
2961,2961,445,3,False,0.0,0.3,-0.3,0.34,27.3977,0.0242,27.4219,synthetic_seed42_cust500_rounds5000
2962,2962,285,3,False,0.0,0.3,-0.3,0.2538,29.1813,0.0341,29.2154,synthetic_seed42_cust500_rounds5000
2963,2963,366,4,False,0.0,0.2,-0.2,0.1693,24.6591,0.026,24.6851,synthetic_seed42_cust500_rounds5000
2964,2964,75,3,False,0.0,0.3,-0.3,0.3048,21.1474,0.0245,21.1718,synthetic_seed42_cust500_rounds5000
2965,2965,202,3,False,0.0,0.3,-0.3,0.3491,30.8528,0.0217,30.8744,synthetic_seed42_cust500_rounds5000
2966,2966,317,4,False,0.0,0.2,-0.2,0.3939,75.7438,0.0559,75.7997,synthetic_seed42_cust500_rounds5000
2967,2967,127,4,False,0.0,0.2,-0.2,0.1568,17.9212,0.0299,17.951,synthetic_seed42_cust500_rounds5000
2968,2968,349,4,True,82.55,9.0,73.55,0.3823,38.7213,0.0295,38.7509,synthetic_seed42_cust500_rounds5000
2969,2969,116,3,False,0.0,0.3,-0.3,0.1838,13.1326,0.0436,13.1762,synthetic_seed42_cust500_rounds5000
2970,2970,105,4,True,179.71,9.0,170.71,0.5226,85.9387,0.0709,86.0096,synthetic_seed42_cust500_rounds5000
2971,2971,6,3,False,0.0,0.3,-0.3,0.4526,37.2061,0.0209,37.2269,synthetic_seed42_cust500_rounds5000
2972,2972,139,3,False,0.0,0.3,-0.3,0.2818,24.0548,0.0268,24.0816,synthetic_seed42_cust500_rounds5000
2973,2973,124,3,False,0.0,0.3,-0.3,0.25,19.3862,0.0141,19.4003,synthetic_seed42_cust500_rounds5000
2974,2974,381,4,False,0.0,0.2,-0.2,0.4618,36.5409,0.0577,36.5986,synthetic_seed42_cust500_rounds5000
2975,2975,282,3,False,0.0,0.3,-0.3,0.2689,21.0023,0.0315,21.0338,synthetic_seed42_cust500_rounds5000
2976,2976,89,4,False,0.0,0.2,-0.2,0.2702,28.6306,0.0319,28.6625,synthetic_seed42_cust500_rounds5000
2977,2977,281,4,False,0.0,0.2,-0.2,0.3565,38.9521,0.0289,38.981,synthetic_seed42_cust500_rounds5000
2978,2978,111,2,True,54.13,4.99,49.14,0.3133,12.8064,0.0516,12.858,synthetic_seed42_cust500_rounds5000
2979,2979,212,3,False,0.0,0.3,-0.3,0.2453,26.8507,0.033,26.8837,synthetic_seed42_cust500_rounds5000
2980,2980,438,3,False,0.0,0.3,-0.3,0.2632,20.1825,0.0299,20.2124,synthetic_seed42_cust500_rounds5000
2981,2981,357,4,False,0.0,0.2,-0.2,0.3691,41.3347,0.0427,41.3774,synthetic_seed42_cust500_rounds5000
2982,2982,319,4,False,0.0,0.2,-0.2,0.215,16.8575,0.0266,16.8841,synthetic_seed42_cust500_rounds5000
2983,2983,139,3,False,0.0,0.3,-0.3,0.2818,23.8737,0.0268,23.9004,synthetic_seed42_cust500_rounds5000
2984,2984,62,3,False,0.0,0.3,-0.3,0.2855,28.6841,0.0275,28.7115,synthetic_seed42_cust500_rounds5000
2985,2985,376,4,True,91.27,9.0,82.27,0.2062,23.7982,0.0251,23.8233,synthetic_seed42_cust500_rounds5000
2986,2986,281,4,False,0.0,0.2,-0.2,0.3565,38.7158,0.0288,38.7445,synthetic_seed42_cust500_rounds5000
2987,2987,307,4,False,0.0,0.2,-0.2,0.3183,38.4928,0.0321,38.525,synthetic_seed42_cust500_rounds5000
2988,2988,487,3,False,0.0,0.3,-0.3,0.2163,12.3439,0.0218,12.3657,synthetic_seed42_cust500_rounds5000
2989,2989,174,3,False,0.0,0.3,-0.3,0.2341,15.4681,0.0176,15.4857,synthetic_seed42_cust500_rounds5000
2990,2990,397,4,False,0.0,0.2,-0.2,0.2366,23.5537,0.0338,23.5875,synthetic_seed42_cust500_rounds5000
2991,2991,277,4,False,0.0,0.2,-0.2,0.2171,32.2978,0.0217,32.3195,synthetic_seed42_cust500_rounds5000
2992,2992,117,4,False,0.0,0.2,-0.2,0.3077,35.2177,0.0514,35.2691,synthetic_seed42_cust500_rounds5000
2993,2993,27,3,False,0.0,0.3,-0.3,0.2343,18.532,0.0398,18.5718,synthetic_seed42_cust500_rounds5000
2994,2994,304,3,False,0.0,0.3,-0.3,0.4575,40.362,0.0226,40.3846,synthetic_seed42_cust500_rounds5000
2995,2995,147,3,True,69.21,0.3,68.91,0.3685,23.6911,0.0302,23.7213,synthetic_seed42_cust500_rounds5000
2996,2996,346,4,False,0.0,0.2,-0.2,0.16,27.0511,0.0254,27.0766,synthetic_seed42_cust500_rounds5000
2997,2997,349,4,False,0.0,0.2,-0.2,0.3823,38.1292,0.0292,38.1584,synthetic_seed42_cust500_rounds5000
2998,2998,225,3,False,0.0,0.3,-0.3,0.2086,15.8089,0.0241,15.833,synthetic_seed42_cust500_rounds5000
2999,2999,266,4,True,130.17,9.0,121.17,0.2259,29.6158,0.0378,29.6536,synthetic_seed42_cust500_rounds5000
3000,3000,309,4,False,0.0,0.2,-0.2,0.2653,31.7878,0.0235,31.8113,synthetic_seed42_cust500_rounds5000
3001,3001,233,3,False,0.0,0.3,-0.3,0.4989,38.0194,0.0254,38.0448,synthetic_seed42_cust500_rounds5000
3002,3002,432,3,False,0.0,0.3,-0.3,0.1842,16.6833,0.0272,16.7105,synthetic_seed42_cust500_rounds5000
3003,3003,36,4,True,164.54,9.0,155.54,0.4812,48.5631,0.06,48.6232,synthetic_seed42_cust500_rounds5000
3004,3004,490,4,False,0.0,0.2,-0.2,0.2658,59.4782,0.0319,59.5101,synthetic_seed42_cust500_rounds5000
3005,3005,17,3,False,0.0,0.3,-0.3,0.3781,36.2357,0.0424,36.2781,synthetic_seed42_cust500_rounds5000
3006,3006,105,4,False,0.0,0.2,-0.2,0.5226,86.9806,0.07,87.0506,synthetic_seed42_cust500_rounds5000
3007,3007,352,4,False,0.0,0.2,-0.2,0.2578,36.2807,0.0351,36.3158,synthetic_seed42_cust500_rounds5000
3008,3008,40,3,True,75.43,0.3,75.13,0.2406,22.2031,0.0247,22.2278,synthetic_seed42_cust500_rounds5000
3009,3009,132,3,False,0.0,0.3,-0.3,0.2374,17.9361,0.0278,17.9638,synthetic_seed42_cust500_rounds5000
3010,3010,75,3,False,0.0,0.3,-0.3,0.3048,21.0725,0.0243,21.0968,synthetic_seed42_cust500_rounds5000
3011,3011,359,4,True,87.05,9.0,78.05,0.1619,22.2507,0.04,22.2907,synthetic_seed42_cust500_rounds5000
3012,3012,286,3,False,0.0,0.3,-0.3,0.3107,22.9374,0.0225,22.9599,synthetic_seed42_cust500_rounds5000
3013,3013,31,3,False,0.0,0.3,-0.3,0.3216,34.193,0.0215,34.2144,synthetic_seed42_cust500_rounds5000
3014,3014,228,3,False,0.0,0.3,-0.3,0.2268,27.8245,0.0157,27.8401,synthetic_seed42_cust500_rounds5000
3015,3015,105,4,False,0.0,0.2,-0.2,0.5226,85.0672,0.0693,85.1365,synthetic_seed42_cust500_rounds5000
3016,3016,482,3,False,0.0,0.3,-0.3,0.3518,31.6631,0.0196,31.6827,synthetic_seed42_cust500_rounds5000
3017,3017,51,4,False,0.0,0.2,-0.2,0.3463,45.264,0.0421,45.3061,synthetic_seed42_cust500_rounds5000
3018,3018,296,4,False,0.0,0.2,-0.2,0.2394,27.9614,0.0432,28.0046,synthetic_seed42_cust500_rounds5000
3019,3019,239,4,True,114.57,9.0,105.57,0.3001,17.3336,0.0619,17.3955,synthetic_seed42_cust500_rounds5000
3020,3020,286,3,True,80.49,0.3,80.19,0.3107,22.8106,0.0225,22.8331,synthetic_seed42_cust500_rounds5000
3021,3021,475,3,True,72.3,0.3,72.0,0.4891,29.8152,0.0271,29.8424,synthetic_seed42_cust500_rounds5000
3022,3022,169,4,False,0.0,0.2,-0.2,0.3753,31.3946,0.044,31.4386,synthetic_seed42_cust500_rounds5000
3023,3023,374,3,False,0.0,0.3,-0.3,0.2466,21.1698,0.0205,21.1903,synthetic_seed42_cust500_rounds5000
3024,3024,222,3,False,0.0,0.3,-0.3,0.3785,32.3938,0.021,32.4148,synthetic_seed42_cust500_rounds5000
3025,3025,325,4,False,0.0,0.2,-0.2,0.2925,33.641,0.0304,33.6715,synthetic_seed42_cust500_rounds5000
3026,3026,183,4,True,103.37,9.0,94.37,0.2151,26.38,0.029,26.409,synthetic_seed42_cust500_rounds5000
3027,3027,113,4,False,0.0,0.2,-0.2,0.1895,18.9405,0.0302,18.9707,synthetic_seed42_cust500_rounds5000
3028,3028,39,4,True,165.49,9.0,156.49,0.4203,61.0035,0.0352,61.0387,synthetic_seed42_cust500_rounds5000
3029,3029,48,4,True,116.29,9.0,107.29,0.3022,37.9986,0.0274,38.026,synthetic_seed42_cust500_rounds5000
3030,3030,477,3,False,0.0,0.3,-0.3,0.1825,12.6154,0.0251,12.6405,synthetic_seed42_cust500_rounds5000
3031,3031,393,3,True,75.97,0.3,75.67,0.3467,22.0565,0.0274,22.0839,synthetic_seed42_cust500_rounds5000
3032,3032,124,3,False,0.0,0.3,-0.3,0.25,19.3473,0.014,19.3613,synthetic_seed42_cust500_rounds5000
3033,3033,262,4,True,96.78,9.0,87.78,0.2112,22.8696,0.032,22.9016,synthetic_seed42_cust500_rounds5000
3034,3034,355,0,False,0.0,0.0,0.0,0.1663,10.8336,0.32,11.1536,synthetic_seed42_cust500_rounds5000
3035,3035,176,2,False,0.0,0.1,-0.1,0.1908,9.6062,0.0819,9.6881,synthetic_seed42_cust500_rounds5000
3036,3036,219,3,False,0.0,0.3,-0.3,0.2262,21.8075,0.0222,21.8296,synthetic_seed42_cust500_rounds5000
3037,3037,356,4,False,0.0,0.2,-0.2,0.3847,61.6328,0.0468,61.6796,synthetic_seed42_cust500_rounds5000
3038,3038,113,4,True,62.28,9.0,53.28,0.1895,19.1197,0.03,19.1497,synthetic_seed42_cust500_rounds5000
3039,3039,261,3,False,0.0,0.3,-0.3,0.3529,19.1934,0.0442,19.2377,synthetic_seed42_cust500_rounds5000
3040,3040,105,4,True,144.14,9.0,135.14,0.5226,83.0678,0.0684,83.1362,synthetic_seed42_cust500_rounds5000
3041,3041,2,4,True,63.87,9.0,54.87,0.2567,14.0358,0.0228,14.0586,synthetic_seed42_cust500_rounds5000
3042,3042,343,3,False,0.0,0.3,-0.3,0.4054,32.179,0.019,32.198,synthetic_seed42_cust500_rounds5000
3043,3043,352,4,False,0.0,0.2,-0.2,0.2578,36.3745,0.0348,36.4092,synthetic_seed42_cust500_rounds5000
3044,3044,499,3,False,0.0,0.3,-0.3,0.1869,23.3482,0.0159,23.3641,synthetic_seed42_cust500_rounds5000
3045,3045,90,4,True,95.23,9.0,86.23,0.3527,39.8483,0.0304,39.8787,synthetic_seed42_cust500_rounds5000
3046,3046,369,4,False,0.0,0.2,-0.2,0.2375,36.865,0.0322,36.8973,synthetic_seed42_cust500_rounds5000
3047,3047,471,3,False,0.0,0.3,-0.3,0.3211,20.5917,0.0196,20.6113,synthetic_seed42_cust500_rounds5000
3048,3048,317,4,False,0.0,0.2,-0.2,0.3939,73.4741,0.0534,73.5275,synthetic_seed42_cust500_rounds5000
3049,3049,480,3,False,0.0,0.3,-0.3,0.4031,33.5447,0.021,33.5656,synthetic_seed42_cust500_rounds5000
3050,3050,498,4,False,0.0,0.2,-0.2,0.2408,31.4667,0.0291,31.4959,synthetic_seed42_cust500_rounds5000
3051,3051,398,4,False,0.0,0.2,-0.2,0.1466,13.828,0.0231,13.8511,synthetic_seed42_cust500_rounds5000
3052,3052,500,4,False,0.0,0.2,-0.2,0.2737,48.8331,0.0272,48.8602,synthetic_seed42_cust500_rounds5000
3053,3053,308,2,False,0.0,0.1,-0.1,0.3079,15.6566,0.0772,15.7338,synthetic_seed42_cust500_rounds5000
3054,3054,246,4,False,0.0,0.2,-0.2,0.1933,43.5694,0.0536,43.623,synthetic_seed42_cust500_rounds5000
3055,3055,455,3,True,59.19,0.3,58.89,0.2976,20.3322,0.0301,20.3624,synthetic_seed42_cust500_rounds5000
3056,3056,412,4,False,0.0,0.2,-0.2,0.2001,38.4399,0.0296,38.4696,synthetic_seed42_cust500_rounds5000
3057,3057,53,3,False,0.0,0.3,-0.3,0.1941,18.6175,0.0187,18.6362,synthetic_seed42_cust500_rounds5000
3058,3058,149,3,False,0.0,0.3,-0.3,0.2072,17.5041,0.0183,17.5224,synthetic_seed42_cust500_rounds5000
3059,3059,131,3,True,58.99,0.3,58.69,0.2794,21.1155,0.0175,21.1331,synthetic_seed42_cust500_rounds5000
3060,3060,424,3,False,0.0,0.3,-0.3,0.3759,30.0032,0.0214,30.0246,synthetic_seed42_cust500_rounds5000
3061,3061,116,3,True,63.01,0.3,62.71,0.1838,13.0389,0.0429,13.0818,synthetic_seed42_cust500_rounds5000
3062,3062,150,4,False,0.0,0.2,-0.2,0.2176,38.9032,0.0405,38.9438,synthetic_seed42_cust500_rounds5000
3063,3063,257,3,False,0.0,0.3,-0.3,0.2175,18.2955,0.0318,18.3273,synthetic_seed42_cust500_rounds5000
3064,3064,36,4,True,107.83,9.0,98.83,0.4812,50.5498,0.0591,50.6089,synthetic_seed42_cust500_rounds5000
3065,3065,478,4,False,0.0,0.2,-0.2,0.2403,24.6321,0.0319,24.664,synthetic_seed42_cust500_rounds5000
3066,3066,244,3,True,84.69,0.3,84.39,0.2659,25.56,0.0258,25.5858,synthetic_seed42_cust500_rounds5000
3067,3067,96,4,True,117.48,9.0,108.48,0.349,31.5172,0.0245,31.5417,synthetic_seed42_cust500_rounds5000
3068,3068,136,4,False,0.0,0.2,-0.2,0.353,56.5369,0.0392,56.5761,synthetic_seed42_cust500_rounds5000
3069,3069,396,4,False,0.0,0.2,-0.2,0.4992,51.184,0.0462,51.2302,synthetic_seed42_cust500_rounds5000
